id,brand,line,format,life_stage,breed_size,primary_proteins,grain_free,ingredients,allergen_tags,protein_pct,fat_pct,ash_pct,fiber_pct,moisture_pct,calcium_pct,phosphorus_pct,omega_6_fatty_acids,omega_3_fatty_acids,DHA,EPA,kcal_per_cup,kcal_per_kg,kibble_size,tags,size_kg,price,price_per_kg,retailer,image,source_url,updated_at
OpenFarm-NZ-Venison-GF,Open Farm,New Zealand Venison Grain-Free,dry,all,all,Venison,TRUE,"Venison, Venison Meal, Lentils, Chickpeas, Peas, Canola Oil, Sweet Potato, Pumpkin, Natural Flavor, Flaxseed, Coconut Oil, Herring Oil, Dicalcium Phosphate, Calcium Carbonate, Salt, Potassium Chloride, Vitamins (Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Niacin, d-Calcium Pantothenate, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin, Folic Acid, Biotin, Vitamin B12 Supplement), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Calcium Iodate), Taurine, Choline Chloride, Dried Chicory Root, Dried Kelp, Cranberries, Rosemary Extract, Green Tea Extract, Spearmint Extract","venison,fish",30.0,15.0,7.0,5.0,10.0,1.3,1.0,2.5,0.5,0.15,0.1,418,3729,regular,ethically-sourced,9.98,149.99,15.03,PetValu.ca,https://openfarmpet.com/cdn/shop/products/PDPImages-DryDog-Main-2022-VENISON-FOP.png,https://www.petvalu.ca/product/open-farm-new-zealand-venison-recipe-adult-dog-food/FCM07338,2026-03-11
OpenFarm-Senior-GF,Open Farm,Senior Grain-Free,dry,senior,all,"Chicken,Turkey",TRUE,"Chicken, Turkey, Chicken Meal, Turkey Meal, Lentils, Chickpeas, Peas, Chicken Fat, Sweet Potato, Pumpkin, Natural Flavor, Flaxseed, Coconut Oil, Green Lipped Mussel, Herring Oil, Dicalcium Phosphate, Calcium Carbonate, Salt, Potassium Chloride, Glucosamine Hydrochloride, Chondroitin Sulfate, Vitamins (Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Niacin, d-Calcium Pantothenate, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin, Folic Acid, Biotin, Vitamin B12 Supplement), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Calcium Iodate), Taurine, L-Carnitine, Choline Chloride, Dried Chicory Root, Dried Kelp, Cranberries, Rosemary Extract, Green Tea Extract, Spearmint Extract","chicken,turkey,fish",27.0,12.0,7.0,5.5,10.0,1.2,0.9,2.0,0.5,0.15,0.1,380,3392,regular,ethically-sourced,9.98,113.99,11.42,PetValu.ca,https://openfarmpet.com/cdn/shop/products/PDPImages-DryDog-Main-2022-SENIOR-FOP.png,https://www.petvalu.ca/product/open-farm-senior-recipe-dog-food/FCM07337,2026-03-11
OpenFarm-Small-Breed-GF,Open Farm,Small Breed Grain-Free,dry,all,small,"Chicken,Turkey",TRUE,"Chicken, Turkey, Chicken Meal, Turkey Meal, Lentils, Chickpeas, Peas, Chicken Fat, Sweet Potato, Pumpkin, Natural Flavor, Flaxseed, Coconut Oil, Green Lipped Mussel, Herring Oil, Dicalcium Phosphate, Calcium Carbonate, Salt, Potassium Chloride, Vitamins (Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Niacin, d-Calcium Pantothenate, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin, Folic Acid, Biotin, Vitamin B12 Supplement), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Calcium Iodate), Taurine, Choline Chloride, Dried Chicory Root, Dried Kelp, Cranberries, Rosemary Extract, Green Tea Extract, Spearmint Extract","chicken,turkey,fish",30.0,17.0,7.0,4.5,10.0,1.3,1.0,2.5,0.5,0.15,0.1,440,3926,small,ethically-sourced,4.99,64.99,13.02,PetValu.ca,https://openfarmpet.com/cdn/shop/products/PDPImages-DryDog-Main-2022-SMLBREED-FOP.png,https://www.petvalu.ca/product/open-farm-small-breed-grain-free-recipe-adult-dog-food/FCM06857,2026-03-03
OpenFarm-Harvest-Chicken-AG,Open Farm,Harvest Chicken & Ancient Grains,dry,all,all,Chicken,FALSE,"Chicken, Chicken Meal, Steel Cut Oats, Quinoa, Sorghum, Millet, Chicken Fat, Pumpkin, Natural Flavor, Flaxseed, Coconut Oil, Herring Oil, Dicalcium Phosphate, Calcium Carbonate, Salt, Potassium Chloride, Vitamins (Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Niacin, d-Calcium Pantothenate, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin, Folic Acid, Biotin, Vitamin B12 Supplement), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Calcium Iodate), Taurine, Choline Chloride, Dried Chicory Root, Dried Kelp, Cranberries, Rosemary Extract, Green Tea Extract, Spearmint Extract","chicken,grain,fish",27.0,14.0,7.0,5.0,10.0,1.2,1.0,2.5,0.5,0.15,0.1,407,3632,regular,ethically-sourced,9.98,103.99,10.42,PetValu.ca,https://openfarmpet.com/cdn/shop/products/PDP-Images-DryDog-AG-Main-2023-CHICKEN-FOP.png,https://www.petvalu.ca/product/open-farm-harvest-chicken-ancient-grains-recipe-adult-dog-food/FCM07331,2026-03-11
OpenFarm-Homestead-Turkey-AG,Open Farm,Homestead Turkey & Ancient Grains,dry,all,all,Turkey,FALSE,"Turkey, Turkey Meal, Steel Cut Oats, Quinoa, Sorghum, Millet, Turkey Fat, Pumpkin, Natural Flavor, Flaxseed, Coconut Oil, Herring Oil, Dicalcium Phosphate, Calcium Carbonate, Salt, Potassium Chloride, Vitamins (Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Niacin, d-Calcium Pantothenate, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin, Folic Acid, Biotin, Vitamin B12 Supplement), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Calcium Iodate), Taurine, Choline Chloride, Dried Chicory Root, Dried Kelp, Cranberries, Rosemary Extract, Green Tea Extract, Spearmint Extract","turkey,grain,fish",27.0,14.0,7.0,5.0,10.0,1.2,1.0,2.5,0.5,0.15,0.1,407,3632,regular,ethically-sourced,9.98,103.99,10.42,PetValu.ca,https://openfarmpet.com/cdn/shop/products/PDP-Images-DryDog-AG-Main-2023-TURKEY-FOP.png,https://www.petvalu.ca/product/open-farm-homestead-turkey-ancient-grains-recipe-adult-dog-food/FCM04895,2026-03-11
OpenFarm-Grass-Fed-Beef-AG,Open Farm,Grass-Fed Beef & Ancient Grains,dry,all,all,Beef,FALSE,"Beef, Beef Meal, Steel Cut Oats, Quinoa, Sorghum, Millet, Beef Fat, Pumpkin, Natural Flavor, Flaxseed, Coconut Oil, Herring Oil, Dicalcium Phosphate, Calcium Carbonate, Salt, Potassium Chloride, Vitamins (Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Niacin, d-Calcium Pantothenate, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin, Folic Acid, Biotin, Vitamin B12 Supplement), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Calcium Iodate), Taurine, Choline Chloride, Dried Chicory Root, Dried Kelp, Cranberries, Rosemary Extract, Green Tea Extract, Spearmint Extract","beef,grain,fish",27.0,14.0,7.0,5.0,10.0,1.2,1.0,2.5,0.5,0.15,0.1,407,3632,regular,ethically-sourced,9.98,109.99,11.02,PetValu.ca,https://openfarmpet.com/cdn/shop/products/PDP-Images-DryDog-AG-Main-2023-BEEF-FOP.png,https://www.petvalu.ca/product/open-farm-grass-fed-beef-ancient-grains-recipe-adult-dog-food/FCM04896,2026-03-11
OpenFarm-Wild-Salmon-AG,Open Farm,Wild-Caught Salmon & Ancient Grains,dry,all,all,Salmon,FALSE,"Salmon, Salmon Meal, Steel Cut Oats, Quinoa, Sorghum, Millet, Canola Oil, Pumpkin, Natural Flavor, Flaxseed, Coconut Oil, Dicalcium Phosphate, Calcium Carbonate, Salt, Potassium Chloride, Vitamins (Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Niacin, d-Calcium Pantothenate, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin, Folic Acid, Biotin, Vitamin B12 Supplement), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Calcium Iodate), Taurine, Choline Chloride, Dried Chicory Root, Dried Kelp, Cranberries, Rosemary Extract, Green Tea Extract, Spearmint Extract","fish,grain",27.0,14.0,7.0,5.0,10.0,1.2,1.0,2.5,0.8,0.1,0.05,407,3632,regular,ethically-sourced,9.98,103.99,10.42,PetValu.ca,https://openfarmpet.com/cdn/shop/products/PDP-Images-DryDog-AG-Main-2023-SALMON-FOP.png,https://www.petvalu.ca/product/open-farm-wild-caught-salmon-ancient-grains-recipe-adult-dog-food/FCM04897,2026-03-11
OpenFarm-Pasture-Lamb-AG,Open Farm,Pasture-Raised Lamb & Ancient Grains,dry,all,all,Lamb,FALSE,"Lamb, Lamb Meal, Steel Cut Oats, Quinoa, Sorghum, Millet, Canola Oil, Pumpkin, Natural Flavor, Flaxseed, Coconut Oil, Herring Oil, Dicalcium Phosphate, Calcium Carbonate, Salt, Potassium Chloride, Vitamins (Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Niacin, d-Calcium Pantothenate, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin, Folic Acid, Biotin, Vitamin B12 Supplement), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Calcium Iodate), Taurine, Choline Chloride, Dried Chicory Root, Dried Kelp, Cranberries, Rosemary Extract, Green Tea Extract, Spearmint Extract","lamb,grain,fish",27.0,14.0,7.0,5.0,10.0,1.2,1.0,2.5,0.5,0.15,0.1,407,3632,regular,ethically-sourced,9.98,109.99,11.02,PetValu.ca,https://openfarmpet.com/cdn/shop/products/PDP-Images-DryDog-AG-Main-2023-LAMB-FOP.png,https://www.petvalu.ca/product/open-farm-pasture-raised-lamb-ancient-grains-recipe-adult-dog-food/FCM07332,2026-03-11
OpenFarm-Whitefish-AG,Open Farm,Whitefish & Ancient Grains,dry,all,all,Whitefish,FALSE,"Whitefish, Whitefish Meal, Steel Cut Oats, Quinoa, Sorghum, Millet, Canola Oil, Pumpkin, Natural Flavor, Flaxseed, Coconut Oil, Dicalcium Phosphate, Calcium Carbonate, Salt, Potassium Chloride, Vitamins (Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Niacin, d-Calcium Pantothenate, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin, Folic Acid, Biotin, Vitamin B12 Supplement), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Calcium Iodate), Taurine, Choline Chloride, Dried Chicory Root, Dried Kelp, Cranberries, Rosemary Extract, Green Tea Extract, Spearmint Extract","fish,grain",27.0,14.0,7.0,5.0,10.0,1.2,1.0,2.5,0.8,0.1,0.05,407,3632,regular,ethically-sourced,9.98,103.99,10.42,PetValu.ca,https://openfarmpet.com/cdn/shop/products/PDP-Images-DryDog-AG-Main-2023-WHITEFISH-FOP.png,https://www.petvalu.ca/product/open-farm-whitefish-ancient-grains-recipe-adult-dog-food/FCM07333,2026-03-11
OpenFarm-Pork-AG,Open Farm,Farmer's Table Pork & Ancient Grains,dry,all,all,Pork,FALSE,"Pork, Pork Meal, Steel Cut Oats, Quinoa, Sorghum, Millet, Pork Fat, Pumpkin, Natural Flavor, Flaxseed, Coconut Oil, Herring Oil, Dicalcium Phosphate, Calcium Carbonate, Salt, Potassium Chloride, Vitamins (Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Niacin, d-Calcium Pantothenate, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin, Folic Acid, Biotin, Vitamin B12 Supplement), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Calcium Iodate), Taurine, Choline Chloride, Dried Chicory Root, Dried Kelp, Cranberries, Rosemary Extract, Green Tea Extract, Spearmint Extract","pork,fish,grain",27.0,14.0,7.0,5.0,10.0,1.2,1.0,2.5,0.5,0.15,0.1,407,3632,regular,ethically-sourced,9.98,103.99,10.42,PetValu.ca,https://openfarmpet.com/cdn/shop/products/PDP-Images-DryDog-AG-Main-2023-PORK-FOP.png,https://www.petvalu.ca/product/open-farm-farmers-table-pork-ancient-grains-recipe-adult-dog-food/FCM07334,2026-03-11
OpenFarm-NZ-Venison-AG,Open Farm,New Zealand Venison & Ancient Grains,dry,all,all,Venison,FALSE,"Venison, Venison Meal, Steel Cut Oats, Quinoa, Sorghum, Millet, Canola Oil, Pumpkin, Natural Flavor, Flaxseed, Coconut Oil, Herring Oil, Dicalcium Phosphate, Calcium Carbonate, Salt, Potassium Chloride, Vitamins (Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Niacin, d-Calcium Pantothenate, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin, Folic Acid, Biotin, Vitamin B12 Supplement), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Calcium Iodate), Taurine, Choline Chloride, Dried Chicory Root, Dried Kelp, Cranberries, Rosemary Extract, Green Tea Extract, Spearmint Extract","venison,fish,grain",27.0,14.0,7.0,5.0,10.0,1.2,1.0,2.5,0.5,0.15,0.1,407,3632,regular,ethically-sourced,9.98,119.99,12.02,PetValu.ca,https://openfarmpet.com/cdn/shop/files/PDP-Images-DryDog-AG-Main-2023-VENISON-FOP.png,https://www.petvalu.ca/product/open-farm-new-zealand-venison-ancient-grains-recipe-adult-dog-food/FCM07216,2026-03-11
OpenFarm-Small-Breed-AG,Open Farm,Small Breed Ancient Grains,dry,all,small,"Chicken,Turkey",FALSE,"Chicken, Turkey, Chicken Meal, Turkey Meal, Steel Cut Oats, Quinoa, Sorghum, Millet, Chicken Fat, Pumpkin, Sweet Potato, Natural Flavor, Flaxseed, Coconut Oil, Herring Oil, Dicalcium Phosphate, Calcium Carbonate, Salt, Potassium Chloride, Vitamins (Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Niacin, d-Calcium Pantothenate, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin, Folic Acid, Biotin, Vitamin B12 Supplement), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Calcium Iodate), Taurine, Choline Chloride, Dried Chicory Root, Dried Kelp, Cranberries, Rosemary Extract, Green Tea Extract, Spearmint Extract","chicken,turkey,grain,fish",28.0,16.0,7.0,4.5,10.0,1.3,1.0,2.5,0.5,0.15,0.1,430,3838,small,ethically-sourced,4.99,65.99,13.22,PetValu.ca,https://openfarmpet.com/cdn/shop/products/PDPImages-DryDog-Main-2022-SmlBreed_e2447858-b74c-443f-9a1f-4a8ebd634df8.png,https://www.petvalu.ca/product/open-farm-small-breed-ancient-grains-recipe-adult-dog-food/FCM07335,2026-03-03
OpenFarm-Chicken-Salmon-AG-Puppy,Open Farm,Chicken & Salmon Ancient Grains Puppy,dry,puppy,all,"Chicken,Salmon",FALSE,"Chicken, Salmon, Chicken Meal, Salmon Meal, Steel Cut Oats, Quinoa, Sorghum, Millet, Chicken Fat, Pumpkin, Natural Flavor, Flaxseed, Coconut Oil, Salmon Oil, Dicalcium Phosphate, Calcium Carbonate, Salt, Potassium Chloride, DHA Gold, Vitamins (Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Niacin, d-Calcium Pantothenate, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin, Folic Acid, Biotin, Vitamin B12 Supplement), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Calcium Iodate), Taurine, Choline Chloride, Dried Chicory Root, Dried Kelp, Cranberries, Rosemary Extract, Green Tea Extract, Spearmint Extract","chicken,fish,grain",28.0,16.0,7.0,5.0,10.0,1.4,1.1,2.5,0.6,0.15,0.05,420,3749,regular,ethically-sourced,9.98,106.99,10.72,PetValu.ca,https://openfarmpet.com/cdn/shop/products/PDP-Images-DryDog-AG-Main-2023-PUPPY-FOP.png,https://www.petvalu.ca/product/open-farm-chicken-salmon-ancient-grains-recipe-puppy-dog-food/FCM04894,2026-03-11
OpenFarm-Salmon-AG-Puppy,Open Farm,Salmon & Ancient Grains Puppy,dry,puppy,all,Salmon,FALSE,"Salmon, Salmon Meal, Steel Cut Oats, Quinoa, Sorghum, Millet, Canola Oil, Pumpkin, Natural Flavor, Flaxseed, Coconut Oil, Salmon Oil, Dicalcium Phosphate, Calcium Carbonate, Salt, Potassium Chloride, DHA Gold, Vitamins (Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Niacin, d-Calcium Pantothenate, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin, Folic Acid, Biotin, Vitamin B12 Supplement), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Calcium Iodate), Taurine, Choline Chloride, Dried Chicory Root, Dried Kelp, Cranberries, Rosemary Extract, Green Tea Extract, Spearmint Extract","fish,grain",28.0,16.0,7.0,5.0,10.0,1.4,1.1,2.5,0.8,0.2,0.1,420,3749,regular,ethically-sourced,9.98,106.99,10.72,PetValu.ca,https://openfarmpet.com/cdn/shop/files/PDPImages-Puppy-AncientGrainDryKibble-Salmon-2024_a7e79477-8f02-434b-8389-ae0a834094f4.png,https://www.petvalu.ca/product/open-farm-salmon-ancient-grains-recipe-puppy-dog-food/FCM07265,2026-03-11
OpenFarm-Chicken-Salmon-GF-Puppy,Open Farm,Chicken & Salmon Grain-Free Puppy,dry,puppy,all,"Chicken,Salmon",TRUE,"Chicken, Salmon, Chicken Meal, Salmon Meal, Lentils, Chickpeas, Peas, Chicken Fat, Sweet Potato, Pumpkin, Natural Flavor, Flaxseed, Coconut Oil, Salmon Oil, Dicalcium Phosphate, Calcium Carbonate, Salt, Potassium Chloride, DHA Gold, Vitamins (Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Niacin, d-Calcium Pantothenate, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin, Folic Acid, Biotin, Vitamin B12 Supplement), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Calcium Iodate), Taurine, Choline Chloride, Dried Chicory Root, Dried Kelp, Cranberries, Rosemary Extract, Green Tea Extract, Spearmint Extract","chicken,fish",28.0,16.0,7.0,5.0,10.0,1.4,1.1,2.5,0.6,0.15,0.05,420,3749,regular,ethically-sourced,9.98,113.99,11.42,PetValu.ca,https://openfarmpet.com/cdn/shop/products/PDPImages-DryDog-Main-2022-PUPPY-FOP.png,https://www.petvalu.ca/product/open-farm-chicken-salmon-grain-free-recipe-puppy-dog-food/FCM06856,2026-03-11
OpenFarm-Salmon-GF-Puppy,Open Farm,Salmon Grain-Free Puppy,dry,puppy,all,Salmon,TRUE,"Salmon, Salmon Meal, Lentils, Chickpeas, Peas, Canola Oil, Sweet Potato, Pumpkin, Natural Flavor, Flaxseed, Coconut Oil, Salmon Oil, Dicalcium Phosphate, Calcium Carbonate, Salt, Potassium Chloride, DHA Gold, Vitamins (Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Niacin, d-Calcium Pantothenate, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin, Folic Acid, Biotin, Vitamin B12 Supplement), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Calcium Iodate), Taurine, Choline Chloride, Dried Chicory Root, Dried Kelp, Cranberries, Rosemary Extract, Green Tea Extract, Spearmint Extract",fish,28.0,16.0,7.0,5.0,10.0,1.4,1.1,2.5,0.8,0.2,0.1,420,3749,regular,ethically-sourced,9.98,113.99,11.42,PetValu.ca,https://openfarmpet.com/cdn/shop/files/PDP_Images-Puppy-GrainFreeDryKibble-SalmonSweetPotato-2024.png,https://www.petvalu.ca/product/open-farm-salmon-grain-free-recipe-puppy-dog-food/FCM07264,2026-03-11
OpenFarm-RawMix-Front-Range-GF,Open Farm,RawMix Front Range Grain-Free,dry,all,all,"Beef,Lamb,Pork",TRUE,"Beef, Lamb, Pork, Beef Meal, Lamb Meal, Lentils, Chickpeas, Peas, Beef Fat, Freeze-Dried Beef, Freeze-Dried Beef Liver, Freeze-Dried Beef Heart, Sweet Potato, Pumpkin, Natural Flavor, Flaxseed, Coconut Oil, Beef Bone Broth, Herring Oil, Dicalcium Phosphate, Calcium Carbonate, Salt, Potassium Chloride, Vitamins (Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Niacin, d-Calcium Pantothenate, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin, Folic Acid, Biotin, Vitamin B12 Supplement), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Calcium Iodate), Taurine, Choline Chloride, Dried Chicory Root, Dried Kelp, Cranberries, Rosemary Extract, Green Tea Extract, Spearmint Extract","beef,lamb,pork,fish",33.0,17.0,7.0,5.0,10.0,1.4,1.1,2.5,0.5,0.15,0.1,440,3926,regular,"ethically-sourced,raw-coated,bone-broth",9.07,132.99,14.66,PetValu.ca,https://openfarmpet.com/cdn/shop/products/PDP-Images-DryDog-RawMix-GF-2023-FrontRange-FOP.png,https://www.petvalu.ca/product/open-farm-rawmix-front-range-grain-free-recipe-dog-food/FCM07084,2026-03-11
OpenFarm-RawMix-Front-Range-AG,Open Farm,RawMix Front Range Ancient Grains,dry,all,all,"Beef,Lamb,Pork",FALSE,"Beef, Lamb, Pork, Beef Meal, Lamb Meal, Steel Cut Oats, Quinoa, Sorghum, Millet, Beef Fat, Freeze-Dried Beef, Freeze-Dried Beef Liver, Freeze-Dried Beef Heart, Pumpkin, Natural Flavor, Flaxseed, Coconut Oil, Beef Bone Broth, Herring Oil, Dicalcium Phosphate, Calcium Carbonate, Salt, Potassium Chloride, Vitamins (Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Niacin, d-Calcium Pantothenate, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin, Folic Acid, Biotin, Vitamin B12 Supplement), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Calcium Iodate), Taurine, Choline Chloride, Dried Chicory Root, Dried Kelp, Cranberries, Rosemary Extract, Green Tea Extract, Spearmint Extract","beef,lamb,pork,fish,grain",30.0,16.0,7.0,5.0,10.0,1.3,1.0,2.5,0.5,0.15,0.1,430,3838,regular,"ethically-sourced,raw-coated,bone-broth",9.07,129.99,14.33,PetValu.ca,https://openfarmpet.com/cdn/shop/products/PDP-Images-DryDog-RawMix-AG-2023-FrontRange-FOP.png,https://www.petvalu.ca/product/open-farm-rawmix-front-range-ancient-grains-recipe-dog-food/FCM07341,2026-03-11
OpenFarm-RawMix-Wild-Ocean-GF,Open Farm,RawMix Wild Ocean Grain-Free,dry,all,all,"Whitefish,Salmon,Rockfish",TRUE,"Whitefish, Salmon, Rockfish, Whitefish Meal, Salmon Meal, Lentils, Chickpeas, Peas, Canola Oil, Freeze-Dried Whitefish, Freeze-Dried Salmon, Sweet Potato, Pumpkin, Natural Flavor, Flaxseed, Coconut Oil, Fish Bone Broth, Dicalcium Phosphate, Calcium Carbonate, Salt, Potassium Chloride, Vitamins (Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Niacin, d-Calcium Pantothenate, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin, Folic Acid, Biotin, Vitamin B12 Supplement), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Calcium Iodate), Taurine, Choline Chloride, Dried Chicory Root, Dried Kelp, Cranberries, Rosemary Extract, Green Tea Extract, Spearmint Extract",fish,33.0,16.0,7.0,5.0,10.0,1.4,1.1,2.5,0.8,0.15,0.08,420,3749,regular,"ethically-sourced,raw-coated,bone-broth",9.07,126.99,14.0,PetValu.ca,https://openfarmpet.com/cdn/shop/products/PDP-Images-DryDog-RawMix-GF-2023-WildOcean-FOP.png,https://www.petvalu.ca/product/open-farm-rawmix-wild-ocean-grain-free-recipe-dog-food/FCM06920,2026-03-11
OpenFarm-RawMix-Wild-Ocean-AG,Open Farm,RawMix Wild Ocean Ancient Grains,dry,all,all,"Whitefish,Salmon,Rockfish",FALSE,"Whitefish, Salmon, Rockfish, Whitefish Meal, Salmon Meal, Steel Cut Oats, Quinoa, Sorghum, Millet, Canola Oil, Freeze-Dried Whitefish, Freeze-Dried Salmon, Pumpkin, Natural Flavor, Flaxseed, Coconut Oil, Fish Bone Broth, Dicalcium Phosphate, Calcium Carbonate, Salt, Potassium Chloride, Vitamins (Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Niacin, d-Calcium Pantothenate, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin, Folic Acid, Biotin, Vitamin B12 Supplement), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Calcium Iodate), Taurine, Choline Chloride, Dried Chicory Root, Dried Kelp, Cranberries, Rosemary Extract, Green Tea Extract, Spearmint Extract","fish,grain",30.0,14.0,7.0,5.0,10.0,1.3,1.0,2.5,0.8,0.15,0.08,407,3632,regular,"ethically-sourced,raw-coated,bone-broth",9.07,124.99,13.78,PetValu.ca,https://openfarmpet.com/cdn/shop/products/PDP-Images-DryDog-RawMix-AG-2023-WildOcean-FOP.png,https://www.petvalu.ca/product/open-farm-rawmix-wild-ocean-ancient-grains-recipe-dog-food/FCM07343,2026-03-11
OpenFarm-RawMix-Tide-Terrain-GF,Open Farm,RawMix Tide & Terrain Grain-Free,dry,all,all,"Pollock,Salmon,Beef",TRUE,"Alaskan Pollock, Salmon, Beef, Pollock Meal, Salmon Meal, Beef Meal, Lentils, Chickpeas, Peas, Beef Fat, Freeze-Dried Beef, Freeze-Dried Salmon, Sweet Potato, Pumpkin, Natural Flavor, Flaxseed, Coconut Oil, Fish Bone Broth, Herring Oil, Dicalcium Phosphate, Calcium Carbonate, Salt, Potassium Chloride, Vitamins (Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Niacin, d-Calcium Pantothenate, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin, Folic Acid, Biotin, Vitamin B12 Supplement), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Calcium Iodate), Taurine, Choline Chloride, Dried Chicory Root, Dried Kelp, Cranberries, Rosemary Extract, Green Tea Extract, Spearmint Extract","beef,fish",33.0,16.0,7.0,5.0,10.0,1.4,1.1,2.5,0.6,0.1,0.05,430,3838,regular,"ethically-sourced,raw-coated,bone-broth",9.07,129.99,14.33,PetValu.ca,https://openfarmpet.com/cdn/shop/files/PDPImages-Dog-RawMix-GFTide_Terrain-FDR-2024_7ee7ac68-1d41-4af7-9e8f-c19593faf898.png,https://www.petvalu.ca/product/open-farm-rawmix-tide-terrain-grain-free-recipe-dog-food/FCM04995,2026-03-11
